MAL_ID,eng_version,Score,Genres,Episodes,Type,Studios,Completed,Rating,Producers,Duration,Members
9886,Ganbare! Moudouken Serve,,Slice of Life,1,Special,,69,G - All Ages,,27 min.,211
9902,Hyper ERT,,Kids,20,TV,,54,G - All Ages,,5 min. per ep.,163
9903,"Gee Dor Dor, Gee Dor Dor",,Kids,15,TV,,52,G - All Ages,,5 min. per ep.,172
9905,Captain (TV),,"Sports, Shounen",26,TV,Eiken,178,G - All Ages,,25 min. per ep.,555
9906,Sue Cat,,"Adventure, Music, Shoujo",40,TV,Knack Productions,95,PG - Children,Asatsu DK,13 min. per ep.,354
9944,Hime Gal♥Paradise,,Shoujo,9,OVA,,159,PG - Children,,11 min. per ep.,955
9947,Blue Cat,,"Adventure, Comedy",3057,TV,,93,PG - Children,Beijing Sunchime Happy Culture Company,11 min. per ep.,597
9948,Wo Wei Ge Kuang,,Music,52,TV,,66,PG-13 - Teens 13 or older,,22 min. per ep.,295
9949,Fuwa's Olympic Stories,,"Comedy, Sports",100,TV,,72,PG - Children,,11 min. per ep.,200
9952,Chess Player,,"Game, Historical",26,TV,,133,PG - Children,CCTV Animation,22 min. per ep.,460
9955,Da Zuiba Dudu,,"Slice of Life, Kids",52,TV,,68,PG - Children,,11 min. per ep.,202
9956,The Primitives:Bongo and Grunge,,Comedy,52,TV,,39,G - All Ages,,2 min. per ep.,137
9965,Soukou Kyojin Z-Knight,,Mecha,1,OVA,Sunrise,102,PG - Children,,9 min.,262
9973,Pleasant Goat and Big Big Wolf:The Tiger Prowess,,"Adventure, Comedy, Kids",1,Movie,,157,G - All Ages,"Creative Power Entertaining, Alpha Group Co. Ltd.",1 hr. 28 min.,331
9993,Samuraider: Nazo no Tenkousei,,"Action, Drama, Samurai",1,OVA,,128,R - 17+ (violence & profanity),,50 min.,483
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,,"Police, Comedy, Romance, Drama",1,OVA,,85,PG-13 - Teens 13 or older,"Tsuchida Productions, Wonder Kids",44 min.,280
10000,Esper Mami Special: My Angel Mami-chan,,"Comedy, Super Power, Supernatural",1,Special,Shin-Ei Animation,110,PG-13 - Teens 13 or older,,23 min.,324
10039,Chinpui Specials,,Comedy,2,Special,Production I.G,96,G - All Ages,,10 min. per ep.,232
10040,Chinpui: Eri-sama Katsudou Daishashin,,Comedy,1,Movie,Shin-Ei Animation,112,G - All Ages,,40 min.,263
10044,Brave Fire S0.9,,"Mecha, Sci-Fi",1,Special,,125,,Tezuka Productions,6 min.,369
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,,"Comedy, Drama, Ecchi, Romance, Seinen",2,OVA,"Artland, Nippon Animation",94,R+ - Mild Nudity,,50 min. per ep.,455
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,,"Comedy, Fantasy, Kids",1,Movie,TMS Entertainment,108,PG - Children,,1 hr.,249
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,,"Comedy, Fantasy, Kids",1,Movie,TMS Entertainment,111,PG - Children,,40 min.,254
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,,"Comedy, Fantasy, Kids",1,Movie,TMS Entertainment,116,PG - Children,,56 min.,263
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,,"Kids, Fantasy, Comedy",1,Movie,TMS Entertainment,129,PG - Children,,1 hr.,302
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,,"Comedy, Fantasy, Kids",1,Movie,TMS Entertainment,108,PG - Children,,1 hr.,257
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,,"Comedy, Fantasy, Kids",1,Movie,TMS Entertainment,125,PG - Children,,1 hr. 10 min.,275
10112,Alexander's Decision,,Historical,1,OVA,,149,PG-13 - Teens 13 or older,Shinano Kikaku,45 min.,480
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,,"Action, School, Shounen",2,OVA,,90,R - 17+ (violence & profanity),,46 min. per ep.,375
10135,Manga Hajimete Monogatari,,"Adventure, Comedy, Historical",305,TV,,178,G - All Ages,"TBS, DAX Production, Studio Jack",25 min. per ep.,425
10136,Manga Doushite Monogatari,,"Kids, Adventure, Comedy",100,TV,,119,G - All Ages,DAX Production,25 min. per ep.,295
10137,Manga Naruhodo Monogatari,,"Adventure, Kids",102,TV,,87,G - All Ages,"TBS, DAX Production",25 min. per ep.,249
10138,Manga Hajimete Omoshiro Juku,,"Adventure, Kids",110,TV,,141,G - All Ages,DAX Production,25 min. per ep.,339
10139,21 Seiki Manga Hajimete Monogatari,,"Adventure, Comedy, Kids, Sci-Fi",1,Special,,170,G - All Ages,,30 min.,464
10149,Grandma and Her Ghosts,,"Adventure, Fantasy",1,Movie,,121,PG-13 - Teens 13 or older,,1 hr. 19 min.,251
10200,Bikkuriman: Moen Zone no Himitsu,,"Action, Adventure, Kids",1,Movie,Toei Animation,78,G - All Ages,,45 min.,235
10203,Bikkuriman: Daiichiji Seima Taisen,,"Action, Adventure, Kids",1,Movie,Toei Animation,82,,,28 min.,235
10210,Bug tte Honey,,"Adventure, Comedy",51,TV,Tokyo Movie Shinsha,107,G - All Ages,,25 min. per ep.,377
10236,Kagee Grimm Douwa,,"Kids, Adventure, Fantasy, Magic, Romance, Supernatural, Demons, Historical, Drama",52,TV,,80,G - All Ages,,15 min. per ep.,283
10237,Ki Fighter,,"Adventure, Kids",26,TV,,60,PG - Children,,25 min. per ep.,187
10238,Hybrid Deka,,Comedy,1,Movie,,88,G - All Ages,,45 min.,282
10239,Mayutoro The Toons,,"Comedy, Fantasy, Kids",33,TV,,61,G - All Ages,,2 min. per ep.,177
10242,Ton-Ton Atta to Niigata no Mukashibanashi,,Comedy,13,TV,,54,,Group TAC,25 min. per ep.,170
10244,Ultra B: Black Hole kara no Dokusaisha BB!!,,"Adventure, Comedy",1,Movie,Shin-Ei Animation,164,G - All Ages,,20 min.,304
10245,Burning Village,,"Fantasy, Horror",10,OVA,,63,,,12 min. per ep.,298
10246,Hajimete no Christmas,,Kids,1,Special,,70,G - All Ages,,25 min.,178
10247,Jankenman: Kaijuu Dai Kessen,,"Comedy, Kids",1,OVA,,66,G - All Ages,Ashi Production,42 min.,193
10261,Little Ghostly Adventures Of The Tofu Boy,,Comedy,1,Movie,,123,G - All Ages,Lapis,1 hr. 26 min.,447
10270,Gun Samurai Recap,,"Adventure, Samurai, Fantasy",1,Special,ACC Production,134,PG-13 - Teens 13 or older,TBS,24 min.,437
10285,Manga Nippon Mukashibanashi (Movie),,Historical,1,Movie,,126,G - All Ages,,12 min.,304
10304,Shin Karate Jigoku-hen,,"Action, Martial Arts",2,OVA,,98,R+ - Mild Nudity,,48 min. per ep.,380
10323,Golden★Kids,,"Sports, School",2,ONA,,85,G - All Ages,,11 min. per ep.,313
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,,"Military, Historical",1,Special,J.C.Staff,113,,,39 min.,379
10353,Okama Report,,"Comedy, Seinen",3,OVA,,95,,,45 min. per ep.,515
10369,Shougeki Shinsengumi,,"Comedy, Historical",1,OVA,,70,PG-13 - Teens 13 or older,,25 min.,195
10459,Poo-Neko,,Comedy,11,TV,DLE,142,G - All Ages,,1 min. per ep.,842
10506,Shiawase Haitatsu Taneko,,Comedy,,TV,Kachidoki Studio,0,,,,503
10509,Hoero! Bun Bun (Movie),,Kids,1,Movie,Madhouse,99,G - All Ages,Magic Capsule,1 hr. 5 min.,259
10533,Fujilog,,Comedy,13,TV,,120,PG-13 - Teens 13 or older,,4 min. per ep.,460
10539,Hato no Oyome-san,,Comedy,4,TV,DLE,96,PG-13 - Teens 13 or older,,1 min. per ep.,331
10540,Genki!! Ekoda-chan,,Comedy,22,TV,DLE,145,PG-13 - Teens 13 or older,,5 min. per ep.,783
10541,Weekly Shimako,,Comedy,11,TV,DLE,87,PG-13 - Teens 13 or older,,3 min. per ep.,496
10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,,"Action, Sports, Drama",1,Movie,Nippon Animation,90,PG-13 - Teens 13 or older,,1 hr. 28 min.,312
10564,Korogashi Ryouta,,"Action, Comedy, Seinen",3,OVA,,71,R+ - Mild Nudity,Knack Productions,41 min. per ep.,247
10602,Hayabusa: Back to the Earth - Kikan,,Historical,1,Movie,,58,,,45 min.,237
10603,Hayabusa: Back to the Earth,,Historical,1,Movie,,72,,,42 min.,233
10623,Hayan Ma-eum Baeggu,,Adventure,13,TV,,156,PG-13 - Teens 13 or older,,23 min. per ep.,674
10633,Shiodome Cable TV,,Comedy,22,TV,DLE,79,PG-13 - Teens 13 or older,,5 min. per ep.,252
10648,Mars,,"Action, Mecha, Sci-Fi, Shounen",2,OVA,,128,PG-13 - Teens 13 or older,,30 min. per ep.,432
10653,Running Boy: Star Soldier no Himitsu,,"Sci-Fi, Space",1,Movie,,73,,Toho,49 min.,234
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,,"Comedy, Fantasy, Kids",1,Movie,,86,PG - Children,,46 min.,231
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,,"Comedy, Fantasy, Kids",1,Movie,,81,PG - Children,,,231
10705,Yasai no Yousei: N.Y.Salad,,Kids,26,TV,,74,G - All Ages,,5 min. per ep.,311
10706,Yasai no Yousei: N.Y.Salad 2nd Series,,Kids,26,TV,,66,G - All Ages,,5 min. per ep.,223
10709,Manga Nihon Keizai Nyuumon,,"Slice of Life, Historical, Drama, Seinen",25,TV,Knack Productions,62,PG-13 - Teens 13 or older,TV Tokyo,25 min. per ep.,287
10741,Jingi,,"Adventure, Police, Drama",2,OVA,J.C.Staff,86,R+ - Mild Nudity,,50 min. per ep.,319
10756,The Sparrow with the Slit Tongue,,Drama,1,Movie,,95,G - All Ages,,,329
10758,Momotarou,,Drama,1,Movie,,173,G - All Ages,,,455
10759,Kintarou,,Drama,1,Movie,,88,G - All Ages,,,300
10760,Issunboushi,,Drama,1,Movie,,163,G - All Ages,,1 min.,392
10774,Soccer Fever,,"Historical, Sports",51,TV,,155,PG - Children,Tokyo Movie Shinsha,28 min. per ep.,488
10797,Kayoe! Chugaku,,"Comedy, School",425,TV,DLE,73,,,1 min. per ep.,375
10815,UFO Senshi Dai Apolon 2,,"Action, Sci-Fi, Mecha",21,TV,"Eiken, Studio Live",107,PG-13 - Teens 13 or older,,24 min. per ep.,373
10850,Seibu Tetsudou Ekiin Tako-chan,,"Comedy, Parody, Police, Slice of Life",12,ONA,Shin-Ei Animation,69,G - All Ages,,2 min. per ep.,212
10852,The Game Paradise!,,"Action, Adventure, Comedy, Mecha",1,OVA,Daume,117,PG-13 - Teens 13 or older,OLM,15 min.,311
10855,Penguin no Mondai Max,,"Comedy, Kids",50,TV,Shogakukan Music & Digital Entertainment,75,G - All Ages,TV Tokyo,10 min. per ep.,226
10856,Penguin no Mondai DX?,,"Comedy, Kids",52,TV,,67,G - All Ages,Shogakukan Music & Digital Entertainment,10 min. per ep.,216
10882,Ghost Messenger,,"Action, Supernatural",2,OVA,Studio Animal,140,PG-13 - Teens 13 or older,,35 min. per ep.,1749
10887,Dame Oyaji,,"Slice of Life, Comedy",26,TV,Knack Productions,72,PG-13 - Teens 13 or older,TV Tokyo,25 min. per ep.,297
10889,Jungle Kurobee,,Comedy,31,TV,Tokyo Movie Shinsha,87,,,25 min. per ep.,350
10901,Aoi Hitomi no Onnanoko no Ohanashi,,"Drama, Historical",1,Special,Shin-Ei Animation,206,PG - Children,TV Asahi,55 min.,562
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,,"Comedy, Drama, Romance, School, Shounen, Slice of Life",1,Movie,,89,PG-13 - Teens 13 or older,,30 min.,299
10953,Pants Pankurou,,"Slice of Life, Comedy, Kids",85,TV,,52,G - All Ages,NHK,1 min. per ep.,176
10964,Heavy,,"Action, Drama, Sports",1,Movie,,145,R - 17+ (violence & profanity),,52 min.,480
10965,Kagaku Bouken-tai Tansar 5,,"Adventure, Mystery, Sci-Fi, Supernatural",34,TV,Sunrise,85,PG-13 - Teens 13 or older,,24 min. per ep.,304
10967,Circuit no Ookami II: Modena no Ken,,"Cars, Seinen",1,OVA,Gainax,148,,Magic Bus,44 min.,522
10987,Zettai Zetsumei Dangerous Jiisan (2004),,"Comedy, Kids",51,TV,Studio Hibari,90,PG - Children,Shogakukan,5 min. per ep.,308
10989,Stray Sheep: Poe no Chicchana Daibouken,,"Comedy, Kids",12,TV,,79,PG - Children,Robot Communications,2 min. per ep.,255
10995,Ganbare!! Nattou-san,,Comedy,4,TV,Kachidoki Studio,45,G - All Ages,,5 min. per ep.,239
10997,Fujilog 2nd Season,,Comedy,13,TV,,96,PG-13 - Teens 13 or older,,4 min. per ep.,312
11095,Zouressha ga Yatte Kita,,Adventure,1,Movie,Mushi Production,62,PG - Children,,1 hr. 20 min.,210
11097,Zou no Inai Doubutsuen,,Drama,1,Movie,,69,PG - Children,,1 hr. 19 min.,232
11197,Kuma no Puutarou,,Comedy,30,TV,Studio Deen,57,,,24 min. per ep.,206
11203,Hero Hero-kun,,"Adventure, Comedy, Game, Kids",104,TV,"Studio Flag, Studio Bogey",87,PG - Children,Public & Basic,5 min. per ep.,253
11213,Hoshi no Ko Poron,,Sci-Fi,260,TV,,126,PG - Children,,5 min. per ep.,402
11245,Manga Nihonshi,,Historical,52,TV,,95,,"VAP, Tsuchida Productions",24 min. per ep.,359
11275,Akadou Suzunosuke,,"Adventure, Historical",52,TV,,171,PG-13 - Teens 13 or older,Tokyo Movie Shinsha,24 min. per ep.,567
11389,Happy Kappy Recap,,"Comedy, Fantasy, Shoujo",1,Special,,165,G - All Ages,Shogakukan Music & Digital Entertainment,5 min.,303
11405,Skyers 5,,"Action, Sci-Fi",12,TV,,100,G - All Ages,Tele-Cartoon Japan,24 min. per ep.,379
11421,Iruka to Shounen,,"Adventure, Kids",13,TV,Eiken,81,PG - Children,,15 min. per ep.,268
11497,Sore Ike! Zukkoke Sannin-gumi,,"Comedy, Kids, School",26,TV,Nippon Animation,53,PG - Children,TV Tokyo,25 min. per ep.,214
11525,Mamimume★Mogacho,,Kids,13,TV,,70,PG - Children,"TV Tokyo, Sega, Idea Factory",25 min. per ep.,251
11533,Momotarou Densetsu,,"Adventure, Comedy",51,TV,Knack Productions,113,G - All Ages,TV Tokyo,22 min. per ep.,392
11541,Ad Lib Anime Kenkyuujo,,Comedy,38,TV,,159,G - All Ages,,4 min. per ep.,945
11545,Happyakuyachou Hyouri Kewaishi,,"Historical, Drama",16,TV,Shin-Ei Animation,117,PG-13 - Teens 13 or older,TBS,10 min. per ep.,442
11589,Puu-Neko Shougekijou,,Comedy,11,TV,,92,G - All Ages,,1 min. per ep.,346
11593,Hit and Run,,"School, Sports",1,Special,Nippon Animation,63,G - All Ages,,1 hr. 10 min.,245
11609,At that time Mr. Shimakoh moved!,,Comedy,11,TV,DLE,83,PG-13 - Teens 13 or older,,3 min. per ep.,312
11611,Shuukan Shimakou Special,,Comedy,1,ONA,,92,PG-13 - Teens 13 or older,,2 min.,239
11625,Donbe Monogatari,,Kids,1,Special,Eiken,77,G - All Ages,,1 hr. 12 min.,228
11673,Hal's Flute,,"Kids, Adventure",1,Movie,TMS Entertainment,62,G - All Ages,,50 min.,324
11681,Tetsu no Ko Kanahiru,,Fantasy,1,Movie,,34,G - All Ages,Higa Brothers Production,32 min.,167
11695,Ultraman Graffiti,,"Action, Comedy, Parody, Super Power",6,OVA,,141,G - All Ages,,8 min. per ep.,420
11711,Me wo Samase Toragorou,,Kids,1,Special,,38,G - All Ages,N&G Production,17 min.,136
11713,Suisenzuki no Yokka,,"Fantasy, Kids",1,Special,,40,G - All Ages,N&G Production,12 min.,171
11731,Chi-Sui Maru Specials,,Comedy,2,Special,,55,G - All Ages,,5 min. per ep.,193
11733,Chi-Sui Maru 2nd Season,,Comedy,34,TV,,70,G - All Ages,,5 min. per ep.,269
11767,Justeen,,"Action, Mecha, Sci-Fi",1,OVA,AIC,125,PG-13 - Teens 13 or older,G-mode,24 min.,789
11857,Judo Sanka,,"Sports, Shounen",27,TV,,92,G - All Ages,Tokyo Movie Shinsha,21 min. per ep.,368
11959,Moeru! Oniisan (OVA),,Comedy,2,OVA,Studio Pierrot,111,,,35 min. per ep.,307
11995,Guilstein,,"Action, Horror, Sci-Fi",1,Movie,,124,,ACC Production,1 hr. 30 min.,635
12039,What's Michael? (TV),,Comedy,45,TV,Daume,120,PG - Children,Studio Jack,25 min. per ep.,601
12139,Wanpaku Tanteidan,,"Action, Mystery",35,TV,Mushi Production,95,PG-13 - Teens 13 or older,Fuji TV,25 min. per ep.,534
12165,Niji no Kanata e! Shoujo Diana Monogatari,,"Historical, Shoujo",1,Special,,100,G - All Ages,,23 min.,323
12181,Nihon Omoshiro Mukashibanashi,,"Comedy, Historical, Parody",12,TV,,75,G - All Ages,Crossphere,12 min. per ep.,279
12185,Mameushi-kun,,"Comedy, Fantasy, Kids",52,TV,TMS Entertainment,50,G - All Ages,Sotsu,15 min. per ep.,180
12243,Game Center Arashi,,"Comedy, Game, Kids, Shounen",26,TV,Shin-Ei Animation,102,,Studio Jack,24 min. per ep.,436
12341,Trip Trek,,"Adventure, Fantasy, Comedy",4,ONA,Manglobe,134,G - All Ages,,5 min. per ep.,289
12359,Pecola,,Kids,26,TV,,154,G - All Ages,"Yomiko Advertising, Nelvana, Milky Cartoon",25 min. per ep.,339
12371,Bosco no Mori no Nakama-tachi,,"Adventure, Fantasy",1,Special,,114,G - All Ages,,5 min.,248
12391,Mouretsu Atarou (1990),,"Comedy, Kids, Slice of Life",34,TV,Toei Animation,73,G - All Ages,TV Asahi,24 min. per ep.,282
12397,Original Video Romance Animation,,"Comedy, Hentai",2,OVA,,146,Rx - Hentai,,25 min. per ep.,470
12451,Gattai Robot Atranger,,Mecha,1,OVA,,93,,AIC,13 min.,272
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,,"Action, Adventure",1,Special,Gallop,64,,,1 hr. 35 min.,221
12613,Morizo to Kikkoro,,Kids,52,TV,,51,PG - Children,,5 min. per ep.,169
12643,Happening Star ☆,,"Comedy, Sci-Fi",1,OVA,,41,G - All Ages,,50 min.,161
12657,Tongari Boushi no Memole: Marielle no Housekibako,,"Magic, Fantasy, Shoujo",1,OVA,Toei Animation,175,G - All Ages,,1 hr. 15 min.,449
12759,Zokuzoku Mura no Obake-tachi,,Fantasy,12,OVA,Toei Animation,46,PG - Children,,20 min. per ep.,182
12763,0-sen Hayato,,"Historical, Military",38,TV,,161,PG-13 - Teens 13 or older,P Productions,15 min. per ep.,599
12765,Yuuyake Banchou,,Action,26,TV,,67,PG-13 - Teens 13 or older,,10 min. per ep.,339
12767,Yuusei Kamen,,Sci-Fi,39,TV,Eiken,97,PG-13 - Teens 13 or older,,25 min. per ep.,367
12771,Youyou no Neko Tsumami,,"Slice of Life, Comedy",130,TV,"Visual 80, Telescreen",72,G - All Ages,Nippon Television Network,5 min. per ep.,267
12781,Yoshimoto Insect Stories,,Comedy,47,TV,Shin-Ei Animation,59,PG-13 - Teens 13 or older,TV Tokyo,40 min. per ep.,212
12791,Yankee Reppuu-tai,,"Adventure, Drama, Shounen",6,OVA,Toei Animation,55,R - 17+ (violence & profanity),,50 min. per ep.,333
12793,Yanbou Ninbou Tonbou,,Fantasy,39,TV,,58,PG - Children,Image Kei,25 min. per ep.,208
12799,Xevious,,"Action, Adventure, Sci-Fi, Space",1,Movie,,56,R - 17+ (violence & profanity),KENMedia,1 hr. 15 min.,435
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,,Adventure,1,Special,,81,G - All Ages,Mushi Production,11 min.,268
12809,Wonder Bebil-kun,,"Comedy, Fantasy",30,TV,Radix,53,G - All Ages,"Aniplex, Dentsu, NHK",25 min. per ep.,244
12833,Ushiro no Hyakutarou,,"Horror, School, Supernatural",2,OVA,,51,,,30 min. per ep.,238
12835,Umeboshi Denka,,"Comedy, Slice of Life",26,TV,,89,G - All Ages,"Tokyo Movie Shinsha, Studio Zero",25 min. per ep.,308
12861,Umeboshi Denka: Uchuu no Hate kara Panparopan!,,Comedy,1,Movie,,73,G - All Ages,,30 min.,218
12887,Uchuu Shounen Soran,,"Action, Adventure, Sci-Fi",96,TV,Eiken,97,,,25 min. per ep.,391
12897,Space Patrol Hopper,,"Sci-Fi, Space",44,TV,Toei Animation,90,G - All Ages,,25 min. per ep.,412
12899,Ucchare Goshogawara,,"Martial Arts, School, Shounen, Sports",1,OVA,J.C.Staff,81,PG-13 - Teens 13 or older,,50 min.,344
12901,TWD Express Rolling Takeoff,,"Adventure, Sci-Fi",1,Movie,Gallop,71,R+ - Mild Nudity,,55 min.,249
12903,Tsushima Maru: Sayounara Okinawa,,Historical,1,Movie,,83,,,1 hr. 10 min.,312
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,,"Historical, Slice of Life",1,OVA,Toei Animation,79,,,33 min.,608
13041,Battle Break,,"Action, Kids",1,ONA,OLM,148,G - All Ages,,18 min.,350
13103,Ponta to Ensoku,,"Adventure, Drama",1,OVA,,39,,Arplants,12 min.,318
13165,Paboo & Mojies,,Kids,52,TV,Dongwoo A&E,43,G - All Ages,,11 min. per ep.,228
13167,Zoobles!,,Kids,26,TV,Dongwoo A&E,47,G - All Ages,,23 min. per ep.,242
13177,Little Charo,,Slice of Life,50,TV,,107,G - All Ages,NHK,5 min. per ep.,373
13179,Little Charo 2:Adventure in the Middle World,,Slice of Life,50,TV,,85,G - All Ages,NHK,5 min. per ep.,288
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,,"Comedy, Historical, Parody",9,TV,,144,G - All Ages,,3 min. per ep.,384
13307,Shounen Ninja Kaze no Fujimaru,,"Action, Adventure, Samurai, Shounen",65,TV,Toei Animation,144,,,24 min. per ep.,661
13365,Samchongsa: Time Machine 001,,"Adventure, Sci-Fi",1,Movie,,112,PG - Children,Sunwoo Entertainment,1 hr. 11 min.,266
13423,Fushigi Sekai Atagoul Monogatari,,Adventure,1,OVA,,152,G - All Ages,,3 min.,246
13431,Himitsukessha Taka no Tsume NEO,,"Comedy, Parody, Super Power",38,TV,DLE,125,PG-13 - Teens 13 or older,,5 min. per ep.,423
13433,himitsukesshatakanotsume.jp,,"Comedy, Parody, Super Power",78,ONA,DLE,101,PG-13 - Teens 13 or older,,5 min. per ep.,355
13435,Taka no Tsume NEO Announcement Movie,,"Comedy, Parody, Super Power",1,Special,,147,PG-13 - Teens 13 or older,,3 min.,317
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,,"Mecha, Sports",5,OVA,Sunrise,124,PG-13 - Teens 13 or older,,30 min. per ep.,345
13455,Zumomo to Nupepe,,Comedy,32,TV,Egg,62,PG - Children,,5 min. per ep.,282
13457,Tomodachi 8-nin,,"Comedy, Kids",398,TV,Egg,20,G - All Ages,,1 min. per ep.,256
13459,Ribbon-chan,,Comedy,24,TV,,49,,,,204
13463,Panda no Taputapu,,Kids,431,TV,Kachidoki Studio,27,G - All Ages,,30 sec. per ep.,279
13465,Magical Journey:Little Charo in Tohoku,,Kids,12,TV,,55,G - All Ages,,10 min. per ep.,225
13497,Neko no Sumu Shima,,Drama,1,Special,,75,G - All Ages,Ashi Production,5 min.,330
13499,Eagle Talon the Planetarium:Mystery of the Black Hole,,"Adventure, Comedy, Parody, Space",1,Special,,84,G - All Ages,,25 min.,275
13501,Tumulus Gal Coffy,,"Comedy, Historical, Parody",10,ONA,,70,G - All Ages,,9 min. per ep.,203
13503,Tumulus Gal Coffy,,"Comedy, Parody",11,TV,,82,PG-13 - Teens 13 or older,,11 min. per ep.,246
13505,Tumulus Gal Coffy Campus Life,,Comedy,11,TV,,70,PG-13 - Teens 13 or older,,10 min. per ep.,235
13507,Tumulus Gal Coffy:The Battle of Okehazama,,"Parody, Comedy, Historical",1,Movie,,67,G - All Ages,,16 min.,200
13509,Tumulus Gal Coffy:the 12 Angry Tumuli,,Comedy,1,Movie,,59,G - All Ages,,30 min.,204
13511,Tumulus Gal Coffy:Cofunderella,,Comedy,1,Movie,,62,G - All Ages,,20 min.,212
13551,Shuukan Storyland,,"Slice of Life, Comedy, Drama, Seinen",56,TV,Satelight,86,PG-13 - Teens 13 or older,Nippon Television Network,25 min. per ep.,446
13553,Bakusou Circuit Roman Twin,,Sports,1,OVA,,87,PG-13 - Teens 13 or older,Japan Home Video,1 hr. 28 min.,339
13769,Kamen no Ninja Akakage,,"Action, Fantasy",23,TV,Toei Animation,178,PG-13 - Teens 13 or older,,23 min. per ep.,596
13781,Dokkiri Doctor Special,,"Comedy, Ecchi, School",1,Special,Studio Pierrot,98,PG-13 - Teens 13 or older,,25 min.,289
13817,Paper Rabbit Rope,,"Slice of Life, Comedy",14,Movie,,100,G - All Ages,,2 min. per ep.,387
13819,Paper Rabbit Rope 2,,"Slice of Life, Comedy",12,Movie,,97,G - All Ages,,2 min. per ep.,285
13821,Paper Rabbit Rope:Wait Last One For Summer Vacation For Real!?,,"Adventure, Comedy, Slice of Life",1,Movie,,86,G - All Ages,,1 hr. 25 min.,303
13823,Paper Rabbit Rope Movie Episode 0,,"Slice of Life, Comedy",1,ONA,,118,G - All Ages,,2 min.,281
13825,Paper Rabbit Rope x AU Collaboration,,"Slice of Life, Comedy",6,ONA,,73,G - All Ages,,2 min. per ep.,273
13827,Paper Rabbit Rope x Panasonic Collaboration,,"Slice of Life, Comedy",1,Movie,,102,G - All Ages,,2 min.,285
13831,Paper Rabbit Rope,,"Slice of Life, Comedy",2,ONA,,98,G - All Ages,,2 min. per ep.,263
13947,Ashita no Eleven-tachi,,Sports,1,Special,,118,G - All Ages,,1 hr. 10 min.,348
14039,Katayoku no Khronos Gear,,"Action, Sci-Fi",1,OVA,AIC,85,,G-mode,,776
14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,,"Action, Comedy, Parody, Police",1,Special,,147,PG - Children,,3 min.,307
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,,Kids,1,ONA,,106,G - All Ages,,15 min.,221
14211,Instant History,,Historical,312,TV,,138,G - All Ages,"Fuji TV, Otogi Production",3 min. per ep.,503
14213,Otogi Manga Calendar,,Historical,312,TV,,140,G - All Ages,"TBS, Otogi Production",5 min. per ep.,427
14249,Ribbon no Kishi (1999),,Adventure,1,Movie,Tezuka Productions,171,G - All Ages,,8 min.,444
14253,My Melody no Akazukin,,"Fantasy, Kids",1,Movie,,153,G - All Ages,Sanrio,33 min.,355
14381,Sore Ike! Anpanman: Yomigaere Bananajima,,"Kids, Adventure, Fantasy, Comedy, Super Power",1,Movie,TMS Entertainment,86,PG - Children,,45 min.,244
14623,Do it Kororin Earth SOS,,"Action, Comedy, Kids, Sci-Fi",26,TV,Gallop,64,G - All Ages,"NHK, Gakken",25 min. per ep.,225
14631,Dangerous Jiisan Ja,,"Comedy, Kids",2,OVA,J.C.Staff,82,G - All Ages,,30 min. per ep.,265
14781,Roboteuwang Sseonsyakeu,,"Action, Mecha, Sci-Fi",1,Movie,,123,PG - Children,,1 hr. 1 min.,289
14821,Taekwon Dongja Maruchi Arachi,,Action,1,Movie,,86,G - All Ages,,1 hr. 16 min.,271
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,,"Adventure, Comedy",1,Movie,Sunrise,142,PG - Children,Ajia-Do,1 hr. 22 min.,378
15069,Robin with his 100 Friends Season 2,,Kids,13,TV,,47,PG - Children,,20 min. per ep.,167
15111,Spy Penguin,,Kids,5,OVA,Next Media Animation,44,PG - Children,WField,4 min. per ep.,194
15129,Short Animations of Junpei Fujita,,Music,3,Special,,54,,,26 min. per ep.,193
15141,Yukiwatari,,Fantasy,1,Movie,Magic Bus,102,G - All Ages,,22 min.,331
